race_date,country,venue,race_no,race_name,distance,race_class,going,horse_name,finish_pos,win_odds,win_odds_decimal,jockey,trainer,weight,draw,margin,finish_time,horse_no
2026-08-01,UK,Doncaster,1,Aalberts IPS Pegler Valves Novice Stakes (GBB Race),6f,Class 4,Good To Firm,Kohana Nation,2,2/5F,1.4,,,,0,,,0
2026-08-01,UK,Doncaster,1,Aalberts IPS Pegler Valves Novice Stakes (GBB Race),6f,Class 4,Good To Firm,Brash,1,11/4,3.75,,,,0,,,0
2026-08-01,UK,Doncaster,1,Aalberts IPS Pegler Valves Novice Stakes (GBB Race),6f,Class 4,Good To Firm,Stoneacre Joe,3,8/1,9.0,Oisin Orr,Charles Hills,,0,,,0
2026-08-01,UK,Doncaster,2,Bapp Group Of Companies Bapp Nursery Handicap,7f,Class 4,Good To Firm,Weleyff,2,5/4F,2.25,,,,0,,,0
2026-08-01,UK,Doncaster,2,Bapp Group Of Companies Bapp Nursery Handicap,7f,Class 4,Good To Firm,Lincoln Warrior,4,8/1,9.0,,,,0,,,0
2026-08-01,UK,Doncaster,2,Bapp Group Of Companies Bapp Nursery Handicap,7f,Class 4,Good To Firm,Eighth Immortal,3,11/4,3.75,Oisin Orr,Edward Bethell,,0,,,0
2026-08-01,UK,Doncaster,2,Bapp Group Of Companies Bapp Nursery Handicap,7f,Class 4,Good To Firm,Tiora Time,13,15/8F,2.875,,,,0,,,0
2026-08-01,UK,Doncaster,2,Bapp Group Of Companies Bapp Nursery Handicap,7f,Class 4,Good To Firm,Arenite,1,11/1,12.0,,,,0,,,0
2026-08-01,UK,Doncaster,2,Bapp Group Of Companies Bapp Nursery Handicap,7f,Class 4,Good To Firm,Romotoso,10,9/2,5.5,Neil Callan,Tom Clover,,0,,,0
2026-08-01,UK,Doncaster,3,Yates Drywall Ltd Handicap,1m2f,Class 6,Good To Firm,Mariner,3,7/4,2.75,,,,0,,,0
2026-08-01,UK,Doncaster,3,Yates Drywall Ltd Handicap,1m2f,Class 6,Good To Firm,Whiskey Pete,5,7/1,8.0,,,,0,,,0
2026-08-01,UK,Doncaster,3,Yates Drywall Ltd Handicap,1m2f,Class 6,Good To Firm,Super Hit,1,6/5F,2.2,Jude Fernandes,Jennie Candlish,,0,,,0
2026-08-01,UK,Doncaster,4,Winners Wear Skopes Menswear Handicap,7f,Class 4,Good To Firm,Suspicious Mindz,2,7/2,4.5,,,,0,,,0
2026-08-01,UK,Doncaster,4,Winners Wear Skopes Menswear Handicap,7f,Class 4,Good To Firm,Shadow Run,6,18/1,19.0,,,,0,,,0
2026-08-01,UK,Doncaster,4,Winners Wear Skopes Menswear Handicap,7f,Class 4,Good To Firm,Haaderr,1,3/1,4.0,Shay Farmer,Seb Spencer,,0,,,0
2026-08-01,UK,Doncaster,5,Harrison College Handicap (Div I),7f,Class 6,Good To Firm,Emerald Army,8,5/1,6.0,,,,0,,,0
2026-08-01,UK,Doncaster,5,Harrison College Handicap (Div I),7f,Class 6,Good To Firm,Operation Gimcrack,3,9/2,5.5,,,,0,,,0
2026-08-01,UK,Doncaster,5,Harrison College Handicap (Div I),7f,Class 6,Good To Firm,Get Up Everybody,2,3/1F,4.0,James Sullivan,Ruth Carr,,0,,,0
2026-08-01,UK,Doncaster,6,Harrison College Handicap (Div II),7f,Class 6,Good To Firm,Von Trotter,6,100/30,4.333333333333334,,,,0,,,0
2026-08-01,UK,Doncaster,6,Harrison College Handicap (Div II),7f,Class 6,Good To Firm,Wilde And Dandy,2,5/2F,3.5,,,,0,,,0
2026-08-01,UK,Doncaster,6,Harrison College Handicap (Div II),7f,Class 6,Good To Firm,Sir David,4,6/1,7.0,Oliver Stammers,Michael & David Easterby,,0,,,0
2026-08-01,UK,Doncaster,7,Grace And Dotty Handicap,6f,Class 5,Good To Firm,Shazani,4,2/1J,3.0,,,,0,,,0
2026-08-01,UK,Doncaster,7,Grace And Dotty Handicap,6f,Class 5,Good To Firm,Another Investment,1,2/1J,3.0,,,,0,,,0
2026-08-01,UK,Doncaster,7,Grace And Dotty Handicap,6f,Class 5,Good To Firm,Ziggy's Condor,2,7/1,8.0,Jack Gilligan,Roy Bowring,,0,,,0
2026-08-01,UK,Doncaster,7,Grace And Dotty Handicap,6f,Class 5,Good To Yielding,Columbus,2,10/11F,1.9090909090909092,,,,0,,,0
2026-08-01,UK,Doncaster,7,Grace And Dotty Handicap,6f,Class 5,Good To Yielding,Leader Allen,4,12/1,13.0,,,,0,,,0
2026-08-01,UK,Doncaster,7,Grace And Dotty Handicap,6f,Class 5,Good To Yielding,Tyson Fury,7,10/1,11.0,Paul Townend,W P Mullins,,0,,,0
2026-08-01,UK,Doncaster,7,Grace And Dotty Handicap,6f,Class 5,Good To Yielding,Fiveonefive,7,10/1,11.0,,,,0,,,0
2026-08-01,UK,Doncaster,7,Grace And Dotty Handicap,6f,Class 5,Good To Yielding,Metamorpheus,22,12/1,13.0,,,,0,,,0
2026-08-01,UK,Doncaster,7,Grace And Dotty Handicap,6f,Class 5,Good To Yielding,Paul's Dream,3,100/30F,4.333333333333334,,,,0,,,0
2026-08-01,UK,Doncaster,7,Grace And Dotty Handicap,6f,Class 5,Good To Yielding,Red Glory,6,16/1,17.0,Jack Kennedy,Cian Collins,,0,,,0
2026-08-01,UK,Doncaster,7,Grace And Dotty Handicap,6f,Class 5,Good To Yielding,Grann's Boy,11,18/1,19.0,,,,0,,,0
2026-08-01,UK,Doncaster,7,Grace And Dotty Handicap,6f,Class 5,Good To Yielding,Pinot Gris,2,33/1,34.0,,,,0,,,0
2026-08-01,UK,Doncaster,7,Grace And Dotty Handicap,6f,Class 5,Good To Yielding,Double Powerful,4,20/1,21.0,,,,0,,,0
2026-08-01,UK,Doncaster,7,Grace And Dotty Handicap,6f,Class 5,Good To Yielding,Mousey Brown,13,11/1,12.0,Sean Flanagan,H Rogers,,0,,,0
2026-08-01,UK,Doncaster,7,Grace And Dotty Handicap,6f,Class 5,Good To Yielding,Sarahs Lawn,17,6/1,7.0,,,,0,,,0
2026-08-01,UK,Doncaster,7,Grace And Dotty Handicap,6f,Class 5,Good To Yielding,Fleur Dino,13,3/1F,4.0,,,,0,,,0
2026-08-01,UK,Doncaster,7,Grace And Dotty Handicap,6f,Class 5,Good To Yielding,She Was The One,18,11/1,12.0,Mr D L Queally,Declan Queally,,0,,,0
2026-08-01,UK,Doncaster,7,Grace And Dotty Handicap,6f,Class 5,Yielding,Victory Speech,3,11/10F,2.1,,,,0,,,0
2026-08-01,UK,Doncaster,7,Grace And Dotty Handicap,6f,Class 5,Yielding,Zarak Pasha,4,6/4,2.5,,,,0,,,0
2026-08-01,UK,Doncaster,7,Grace And Dotty Handicap,6f,Class 5,Yielding,Thomas Chippendale,2,5/1,6.0,Wayne Lordan,A P O'Brien,,0,,,0
2026-08-01,UK,Doncaster,7,Grace And Dotty Handicap,6f,Class 5,Yielding,Rest Your Mind,4,15/2,8.5,,,,0,,,0
2026-08-01,UK,Doncaster,7,Grace And Dotty Handicap,6f,Class 5,Yielding,Royal Bones,9,7/4F,2.75,,,,0,,,0
2026-08-01,UK,Doncaster,7,Grace And Dotty Handicap,6f,Class 5,Yielding,Suir Monad,12,3/1,4.0,W J Lee,Gerard Edmund O'Leary,,0,,,0
2026-08-01,UK,Doncaster,7,Grace And Dotty Handicap,6f,Class 5,Yielding,Faoladh,8,22/1,23.0,,,,0,,,0
2026-08-01,UK,Doncaster,7,Grace And Dotty Handicap,6f,Class 5,Yielding,The Sweet Escape,7,13/2,7.5,,,,0,,,0
2026-08-01,UK,Doncaster,7,Grace And Dotty Handicap,6f,Class 5,Yielding,Apache Outlaw,1,4/1,5.0,Adam Browne-Souza,Andrew Slattery,,0,,,0
2026-08-01,UK,Doncaster,7,Grace And Dotty Handicap,6f,Class 5,Yielding,Sir Jeremy,16,11/1,12.0,,,,0,,,0
2026-08-01,UK,Doncaster,7,Grace And Dotty Handicap,6f,Class 5,Yielding,Thatwilldoso,8,13/2,7.5,,,,0,,,0
2026-08-01,UK,Doncaster,7,Grace And Dotty Handicap,6f,Class 5,Yielding,Thyer,12,14/1,15.0,,,,0,,,0
2026-08-01,UK,Doncaster,7,Grace And Dotty Handicap,6f,Class 5,Yielding,Pillar Of Hope,15,12/1,13.0,Paddy Harnett,Noel Meade,,0,,,0
2026-08-01,UK,Goodwood,1,Highclere Castle Gin Summer Handicap (GBBPlus Race),1m6f,Class 2,Good To Firm,Hopewell Rock,4,5/1,6.0,,,,0,,,0
2026-08-01,UK,Goodwood,1,Highclere Castle Gin Summer Handicap (GBBPlus Race),1m6f,Class 2,Good To Firm,Small Fry,13,6/1,7.0,,,,0,,,0
2026-08-01,UK,Goodwood,1,Highclere Castle Gin Summer Handicap (GBBPlus Race),1m6f,Class 2,Good To Firm,Aeronautic,7,11/4,3.75,Ryan Moore,George Boughey,,0,,,0
2026-08-01,UK,Goodwood,2,Coral Glorious Stakes (Group 3),1m4f,Class 1,Good To Firm,Enfjaar,2,8/1,9.0,,,,0,,,0
2026-08-01,UK,Goodwood,2,Coral Glorious Stakes (Group 3),1m4f,Class 1,Good To Firm,Opportunity,7,15/8F,2.875,,,,0,,,0
2026-08-01,UK,Goodwood,2,Coral Glorious Stakes (Group 3),1m4f,Class 1,Good To Firm,Al Aasy,1,9/2,5.5,Ray Dawson,Roger Varian,,0,,,0
2026-08-01,UK,Goodwood,3,Qatar Lillie Langtry Stakes (Group 2) (Fillies & Mares),1m6f,Class 1,Good To Firm,Goodie Two Shoes,4,8/1,9.0,,,,0,,,0
2026-08-01,UK,Goodwood,3,Qatar Lillie Langtry Stakes (Group 2) (Fillies & Mares),1m6f,Class 1,Good To Firm,Santorini Star,1,4/1,5.0,,,,0,,,0
2026-08-01,UK,Goodwood,3,Qatar Lillie Langtry Stakes (Group 2) (Fillies & Mares),1m6f,Class 1,Good To Firm,Waardah,6,9/4F,3.25,Dylan Browne McMonagle,Joseph Patrick O'Brien,,0,,,0
2026-08-01,UK,Goodwood,4,Coral Stewards' Cup (Heritage Handicap),6f,Class 2,Good To Firm,Evening Saigon,26,16/1,17.0,,,,0,,,0
2026-08-01,UK,Goodwood,4,Coral Stewards' Cup (Heritage Handicap),6f,Class 2,Good To Firm,Stratusnine,13,25/1,26.0,,,,0,,,0
2026-08-01,UK,Goodwood,4,Coral Stewards' Cup (Heritage Handicap),6f,Class 2,Good To Firm,Mitbaahy,4,14/1,15.0,,,,0,,,0
2026-08-01,UK,Goodwood,4,Coral Stewards' Cup (Heritage Handicap),6f,Class 2,Good To Firm,Completely Random,10,7/1,8.0,James Doyle,Hamad Al Jehani,,0,,,0
2026-08-01,UK,Goodwood,5,Phase Eight Handicap,7f,Class 2,Good To Firm,Ghost Mode,5,9/2,5.5,,,,0,,,0
2026-08-01,UK,Goodwood,5,Phase Eight Handicap,7f,Class 2,Good To Firm,Ironwill,8,10/1,11.0,,,,0,,,0
2026-08-01,UK,Goodwood,5,Phase Eight Handicap,7f,Class 2,Good To Firm,We're Goosers,3,11/8F,2.375,Rob Hornby,Andrew Balding,,0,,,0
2026-08-01,UK,Goodwood,6,British Stallion Studs EBF Maiden Stakes (Colts And Geldings Only),7f,Class 2,Good To Firm,Rafe's Da Man,9,12/1,13.0,,,,0,,,0
2026-08-01,UK,Goodwood,6,British Stallion Studs EBF Maiden Stakes (Colts And Geldings Only),7f,Class 2,Good To Firm,Charted Course,3,9/2,5.5,,,,0,,,0
2026-08-01,UK,Goodwood,6,British Stallion Studs EBF Maiden Stakes (Colts And Geldings Only),7f,Class 2,Good To Firm,Speyside,13,40/1,41.0,Pat Dobbs,Richard Hannon,,0,,,0
2026-08-01,UK,Goodwood,7,Coral Rewards Shaker Handicap,1m1f,Class 3,Good To Firm,Crest Of Fire,12,100/30J,4.333333333333334,,,,0,,,0
2026-08-01,UK,Goodwood,7,Coral Rewards Shaker Handicap,1m1f,Class 3,Good To Firm,Boyfriend,3,13/2,7.5,,,,0,,,0
2026-08-01,UK,Goodwood,7,Coral Rewards Shaker Handicap,1m1f,Class 3,Good To Firm,Blue Courvoisier,16,100/30J,4.333333333333334,Tom Marquand,Jack Channon,,0,,,0
2026-08-01,UK,Hamilton,1,Scullion Law 'Law Firm For Life' EBF Maiden Stakes (GBB Race),6f,Class 4,Good,Henley On Thames,3,2/1,3.0,,,,0,,,0
2026-08-01,UK,Hamilton,1,Scullion Law 'Law Firm For Life' EBF Maiden Stakes (GBB Race),6f,Class 4,Good,Thanks Harry,5,6/1,7.0,,,,0,,,0
2026-08-01,UK,Hamilton,1,Scullion Law 'Law Firm For Life' EBF Maiden Stakes (GBB Race),6f,Class 4,Good,California School,2,,0.0,Sam James,Kevin Philippart De Foy,,0,,,0
2026-08-01,UK,Hamilton,2,Strathmore Hotels Ltd Novice Stakes (GBB/GBBPlus Race),1m3f,Class 3,Good,Tiernan,2,11/8,2.375,,,,0,,,0
2026-08-01,UK,Hamilton,2,Strathmore Hotels Ltd Novice Stakes (GBB/GBBPlus Race),1m3f,Class 3,Good,Kissmehoneyhoney,1,5/1,6.0,,,,0,,,0
2026-08-01,UK,Hamilton,2,Strathmore Hotels Ltd Novice Stakes (GBB/GBBPlus Race),1m3f,Class 3,Good,According To Mark,3,5/4F,2.25,Andrew Mullen,Iain Jardine,,0,,,0
2026-08-01,UK,Hamilton,3,PDM Handicap (GBBPlus Race),1m5f,Class 4,Good,Cabrera,1,85/40F,3.125,,,,0,,,0
2026-08-01,UK,Hamilton,3,PDM Handicap (GBBPlus Race),1m5f,Class 4,Good,Secret Force,3,9/2,5.5,,,,0,,,0
2026-08-01,UK,Hamilton,3,PDM Handicap (GBBPlus Race),1m5f,Class 4,Good,Gallus Norman,9,8/1,9.0,P J McDonald,Edward Bethell,,0,,,0
2026-08-01,UK,Hamilton,4,Cube Glass 'Soba' Handicap,5f,Class 2,Good,Corolla Point,1,3/1F,4.0,,,,0,,,0
2026-08-01,UK,Hamilton,4,Cube Glass 'Soba' Handicap,5f,Class 2,Good,Eternal Sunshine,11,9/1,10.0,,,,0,,,0
2026-08-01,UK,Hamilton,4,Cube Glass 'Soba' Handicap,5f,Class 2,Good,Fluorescence,6,5/1,6.0,P J McDonald,Edward Bethell,,0,,,0
2026-08-01,UK,Hamilton,5,Blitz Cleaning Commercial Cleaning Handicap,5f,Class 5,Good,Little Mi Mi,5,4/1F,5.0,,,,0,,,0
2026-08-01,UK,Hamilton,5,Blitz Cleaning Commercial Cleaning Handicap,5f,Class 5,Good,Oriental Prince,6,5/1,6.0,,,,0,,,0
2026-08-01,UK,Hamilton,5,Blitz Cleaning Commercial Cleaning Handicap,5f,Class 5,Good,Hundred Caps,1,5/1,6.0,Andrew Mullen,Iain Jardine,,0,,,0
2026-08-01,UK,Hamilton,5,Blitz Cleaning Commercial Cleaning Handicap,5f,Class 5,Good,Ephron,9,11/1,12.0,,,,0,,,0
2026-08-01,UK,Hamilton,5,Blitz Cleaning Commercial Cleaning Handicap,5f,Class 5,Good,Mwafaq,4,5/2F,3.5,,,,0,,,0
2026-08-01,UK,Hamilton,5,Blitz Cleaning Commercial Cleaning Handicap,5f,Class 5,Good,Yaaser,10,20/1,21.0,Conor Whiteley,Gemma Tutty,,0,,,0
2026-08-01,UK,Hamilton,6,Wellman Cars Hamilton Handicap,1m1f,Class 6,Good,Pisanello,2,11/10F,2.1,,,,0,,,0
2026-08-01,UK,Hamilton,6,Wellman Cars Hamilton Handicap,1m1f,Class 6,Good,Jenson Benson,5,33/1,34.0,,,,0,,,0
2026-08-01,UK,Hamilton,6,Wellman Cars Hamilton Handicap,1m1f,Class 6,Good,Saxon Grace,9,11/1,12.0,Conor Whiteley,David O'Meara,,0,,,0
2026-08-01,UK,Lingfield,1,Professional Horse Racing Tips At chracingclub.com Handicap (GBBPlus Race),1m2f,Class 4,Good To Firm,Bintknight,5,13/8F,2.625,,,,0,,,0
2026-08-01,UK,Lingfield,1,Professional Horse Racing Tips At chracingclub.com Handicap (GBBPlus Race),1m2f,Class 4,Good To Firm,Londoner,1,4/1,5.0,,,,0,,,0
2026-08-01,UK,Lingfield,1,Professional Horse Racing Tips At chracingclub.com Handicap (GBBPlus Race),1m2f,Class 4,Good To Firm,Epictetus,3,5/1,6.0,Lewis Edmunds,Harry Charlton,,0,,,0
2026-08-01,UK,Lingfield,2,Happy 50th Birthday Joanne Baker Classified Stakes,1m2f,Class 6,Good To Firm,Panthere Noir,4,5/4F,2.25,,,,0,,,0
2026-08-01,UK,Lingfield,2,Happy 50th Birthday Joanne Baker Classified Stakes,1m2f,Class 6,Good To Firm,Lapidarist,3,5/1,6.0,,,,0,,,0
2026-08-01,UK,Lingfield,2,Happy 50th Birthday Joanne Baker Classified Stakes,1m2f,Class 6,Good To Firm,Private Project,5,11/1,12.0,Ryan Kavanagh,Luke Dace,,0,,,0
2026-08-01,UK,Lingfield,2,Happy 50th Birthday Joanne Baker Classified Stakes,1m2f,Class 6,Good To Firm,Campeona,4,8/15F,1.5333333333333332,,,,0,,,0
2026-08-01,UK,Lingfield,2,Happy 50th Birthday Joanne Baker Classified Stakes,1m2f,Class 6,Good To Firm,An Bradan Feasa,2,3/1,4.0,,,,0,,,0
2026-08-01,UK,Lingfield,2,Happy 50th Birthday Joanne Baker Classified Stakes,1m2f,Class 6,Good To Firm,Laravie,3,5/1,6.0,Dylan Hogan,Sir Mark Prescott Bt,,0,,,0
2026-08-01,UK,Lingfield,3,Sky Sports Racing Virgin 512 Restricted Maiden Stakes (For horses In Bands C And D) (GBB Race),7f,Class 5,Good To Firm,Rogue Exile,2,1/3F,1.3333333333333333,,,,0,,,0
2026-08-01,UK,Lingfield,3,Sky Sports Racing Virgin 512 Restricted Maiden Stakes (For horses In Bands C And D) (GBB Race),7f,Class 5,Good To Firm,Justice Court,1,9/2,5.5,,,,0,,,0
2026-08-01,UK,Lingfield,3,Sky Sports Racing Virgin 512 Restricted Maiden Stakes (For horses In Bands C And D) (GBB Race),7f,Class 5,Good To Firm,Malakai Kite,3,13/2,7.5,Harry Davies,James Owen,,0,,,0
2026-08-01,UK,Lingfield,4,Drainex Group Nursery Handicap,6f,Class 5,Good To Firm,Laylaty,4,9/4F,3.25,,,,0,,,0
2026-08-01,UK,Lingfield,4,Drainex Group Nursery Handicap,6f,Class 5,Good To Firm,Rogue Imperial,1,6/1,7.0,,,,0,,,0
2026-08-01,UK,Lingfield,4,Drainex Group Nursery Handicap,6f,Class 5,Good To Firm,Seed Ya Later,5,13/2,7.5,Lewis Edmunds,Harry Charlton,,0,,,0
2026-08-01,UK,Lingfield,5,Core Group Handicap,7f,Class 6,Good To Firm,Musical Soldier,1,3/1,4.0,,,,0,,,0
2026-08-01,UK,Lingfield,5,Core Group Handicap,7f,Class 6,Good To Firm,Creciente,5,5/2F,3.5,,,,0,,,0
2026-08-01,UK,Lingfield,5,Core Group Handicap,7f,Class 6,Good To Firm,Jackson Street,4,5/1,6.0,Sean D Bowen,Ollie Sangster,,0,,,0
2026-08-01,UK,Lingfield,5,Core Group Handicap,7f,Class 6,Good To Firm,Distinct Spirit,1,5/4F,2.25,,,,0,,,0
2026-08-01,UK,Lingfield,5,Core Group Handicap,7f,Class 6,Good To Firm,Allegrino,4,2/1,3.0,,,,0,,,0
2026-08-01,UK,Lingfield,5,Core Group Handicap,7f,Class 6,Good To Firm,Wetsand,3,5/2,3.5,Luke Catton,Daniel & Claire Kubler,,0,,,0
2026-08-01,UK,Lingfield,6,British Stallion Studs EBF Chalice Stakes (Listed Race) (Fillies & Mares) (GBBPlus Race),1m4f,Class 1,Good To Firm,Romantic Symphony,8,5/4F,2.25,,,,0,,,0
2026-08-01,UK,Lingfield,6,British Stallion Studs EBF Chalice Stakes (Listed Race) (Fillies & Mares) (GBBPlus Race),1m4f,Class 1,Good To Firm,Francophone,1,17/2,9.5,,,,0,,,0
2026-08-01,UK,Lingfield,6,British Stallion Studs EBF Chalice Stakes (Listed Race) (Fillies & Mares) (GBBPlus Race),1m4f,Class 1,Good To Firm,Revoir,5,6/1,7.0,Billy Loughnane,Charlie Appleby,,0,,,0
2026-08-01,UK,Lingfield,7,British Stallion Studs EBF Fillies' Nursery Handicap,6f,Class 2,Good To Firm,Havana Sprite,4,4/1,5.0,,,,0,,,0
2026-08-01,UK,Lingfield,7,British Stallion Studs EBF Fillies' Nursery Handicap,6f,Class 2,Good To Firm,Acclamation Star,2,7/1,8.0,,,,0,,,0
2026-08-01,UK,Lingfield,7,British Stallion Studs EBF Fillies' Nursery Handicap,6f,Class 2,Good To Firm,Holi Scarlett,9,25/1,26.0,Jack Mitchell,James Tate,,0,,,0
2026-08-01,UK,Lingfield,8,Lodge At The National Stud EBF Fillies' Novice Stakes (GBB Race) (IRE Incentive Race),7f,Class 3,Good To Firm,Spirited Gesture,7,6/4,2.5,,,,0,,,0
2026-08-01,UK,Lingfield,8,Lodge At The National Stud EBF Fillies' Novice Stakes (GBB Race) (IRE Incentive Race),7f,Class 3,Good To Firm,Kiah,5,14/1,15.0,,,,0,,,0
2026-08-01,UK,Lingfield,8,Lodge At The National Stud EBF Fillies' Novice Stakes (GBB Race) (IRE Incentive Race),7f,Class 3,Good To Firm,Asheyra,1,7/1,8.0,Robert Havlin,John & Thady Gosden,,0,,,0
2026-08-01,UK,Lingfield,9,Racing TV Handicap,7f,Class 4,Good To Firm,Tryst,1,5/1,6.0,,,,0,,,0
2026-08-01,UK,Lingfield,9,Racing TV Handicap,7f,Class 4,Good To Firm,Lion Of Mali,5,5/2F,3.5,,,,0,,,0
2026-08-01,UK,Lingfield,9,Racing TV Handicap,7f,Class 4,Good To Firm,Spirit Of Saxony,3,100/30,4.333333333333334,Billy Loughnane,George Boughey,,0,,,0
2026-08-01,UK,Lingfield,10,Racing Welfare Handicap (GBBPlus Race),1m4f,Class 3,Good To Firm,Arqoob,4,10/1,11.0,,,,0,,,0
2026-08-01,UK,Lingfield,10,Racing Welfare Handicap (GBBPlus Race),1m4f,Class 3,Good To Firm,Sixpack,3,13/2,7.5,,,,0,,,0
2026-08-01,UK,Lingfield,10,Racing Welfare Handicap (GBBPlus Race),1m4f,Class 3,Good To Firm,Haku,1,125/1,126.0,Jack Mitchell,Lucy Wadham,,0,,,0
2026-08-01,UK,Lingfield,11,National Stud Fillies' Handicap (GBBPlus Race),1m2f,Class 4,Good To Firm,Hollywell Stream,3,7/2,4.5,,,,0,,,0
2026-08-01,UK,Lingfield,11,National Stud Fillies' Handicap (GBBPlus Race),1m2f,Class 4,Good To Firm,Food For Thought,1,10/11F,1.9090909090909092,,,,0,,,0
2026-08-01,UK,Lingfield,11,National Stud Fillies' Handicap (GBBPlus Race),1m2f,Class 4,Good To Firm,Thaluna,2,100/30,4.333333333333334,Billy Loughnane,Jane Chapple-Hyam,,0,,,0
2026-08-01,UK,Lingfield,12,British Racing School Handicap,5f,Class 5,Good To Firm,Merrimack,1,11/4,3.75,,,,0,,,0
2026-08-01,UK,Lingfield,12,British Racing School Handicap,5f,Class 5,Good To Firm,Sound And Vision,4,2/1F,3.0,,,,0,,,0
2026-08-01,UK,Lingfield,12,British Racing School Handicap,5f,Class 5,Good To Firm,Silky Robin,2,6/1,7.0,Chloe Lyons,Stuart Williams,,0,,,0
2026-08-01,UK,Thirsk,1,John & Paula 25th Wedding Anniversary EBF Novice Stakes (GBB/IRE Incentive Race),5f,Class 4,Good,Battle Fever,4,9/4,3.25,,,,0,,,0
2026-08-01,UK,Thirsk,1,John & Paula 25th Wedding Anniversary EBF Novice Stakes (GBB/IRE Incentive Race),5f,Class 4,Good,Red Blue Point,5,7/2,4.5,,,,0,,,0
2026-08-01,UK,Thirsk,1,John & Paula 25th Wedding Anniversary EBF Novice Stakes (GBB/IRE Incentive Race),5f,Class 4,Good,Bacha,3,9/1,10.0,Kevin Stott,Kevin Ryan,,0,,,0
2026-08-01,UK,Thirsk,2,William Hill Summer Cup Handicap,1m,Class 2,Good,Witch Hunter,5,12/1,13.0,,,,0,,,0
2026-08-01,UK,Thirsk,2,William Hill Summer Cup Handicap,1m,Class 2,Good,Dain Ma Nut In,2,40/1,41.0,,,,0,,,0
2026-08-01,UK,Thirsk,2,William Hill Summer Cup Handicap,1m,Class 2,Good,Northern Express,3,9/2,5.5,Seamus Cronin,Richard Hannon,,0,,,0
2026-08-01,UK,Thirsk,3,Theakston Great Yorkshire Pint EBF Novice Stakes (GBB Race),1m,Class 4,Good,Brighton Beach,6,5/6F,1.8333333333333337,,,,0,,,0
2026-08-01,UK,Thirsk,3,Theakston Great Yorkshire Pint EBF Novice Stakes (GBB Race),1m,Class 4,Good,Le Samourai,1,100/30,4.333333333333334,,,,0,,,0
2026-08-01,UK,Thirsk,3,Theakston Great Yorkshire Pint EBF Novice Stakes (GBB Race),1m,Class 4,Good,West Sleekburn Lad,5,300/1,301.0,Daniel Tudhope,William Haggas,,0,,,0
2026-08-01,UK,Thirsk,4,Jordan Foy Memorial Handicap,5f,Class 4,Good,Accrual,7,12/1,13.0,,,,0,,,0
2026-08-01,UK,Thirsk,4,Jordan Foy Memorial Handicap,5f,Class 4,Good,Moulin Booj,2,5/1,6.0,,,,0,,,0
2026-08-01,UK,Thirsk,4,Jordan Foy Memorial Handicap,5f,Class 4,Good,Tiva,3,8/1,9.0,William Pyle,Ruth Carr,,0,,,0
2026-08-01,UK,Thirsk,5,William Hill Epic Boosts Handicap,7f,Class 3,Good,Asuka,3,15/8F,2.875,,,,0,,,0
2026-08-01,UK,Thirsk,5,William Hill Epic Boosts Handicap,7f,Class 3,Good,Angel Hunter,5,9/2,5.5,,,,0,,,0
2026-08-01,UK,Thirsk,5,William Hill Epic Boosts Handicap,7f,Class 3,Good,Croupier,2,20/1,21.0,Jack Callan,George Boughey,,0,,,0
2026-08-01,UK,Thirsk,6,Vision PVC Carlton Miniott Thirsk Handicap,1m4f,Class 5,Good,La Peregrina,3,4/7F,1.5714285714285714,,,,0,,,0
2026-08-01,UK,Thirsk,6,Vision PVC Carlton Miniott Thirsk Handicap,1m4f,Class 5,Good,Northern Brave,2,100/30,4.333333333333334,,,,0,,,0
2026-08-01,UK,Thirsk,6,Vision PVC Carlton Miniott Thirsk Handicap,1m4f,Class 5,Good,That Darn Cantor,4,14/1,15.0,George Downing,Ed Walker,,0,,,0
2026-08-01,UK,Thirsk,7,John Joseph Robson Memorial Handicap,6f,Class 6,Good,Maldevious,4,15/2,8.5,,,,0,,,0
2026-08-01,UK,Thirsk,7,John Joseph Robson Memorial Handicap,6f,Class 6,Good,Northcliff,1,6/4F,2.5,,,,0,,,0
2026-08-01,UK,Thirsk,7,John Joseph Robson Memorial Handicap,6f,Class 6,Good,Great,2,7/2,4.5,Ben Robinson,Brian Ellison,,0,,,0
2026-08-01,UK,Thirsk,7,John Joseph Robson Memorial Handicap,6f,Class 6,TURF: SOFT,Phineas,2,3/5F,1.6,,,,0,,,0
2026-08-01,UK,Thirsk,7,John Joseph Robson Memorial Handicap,6f,Class 6,TURF: SOFT,Stingray,1,28/1,29.0,,,,0,,,0
2026-08-01,UK,Thirsk,7,John Joseph Robson Memorial Handicap,6f,Class 6,TURF: SOFT,Treble Tee,5,23/5,5.6,Maxime Guyon,A & L Fabre,,0,,,0
2026-08-01,UK,Thirsk,7,John Joseph Robson Memorial Handicap,6f,Class 6,TURF: SOFT,Karla Jet,1,27/10,3.7,,,,0,,,0
2026-08-01,UK,Thirsk,7,John Joseph Robson Memorial Handicap,6f,Class 6,TURF: SOFT,Alla Stella,7,22/5,5.4,,,,0,,,0
2026-08-01,UK,Thirsk,7,John Joseph Robson Memorial Handicap,6f,Class 6,TURF: SOFT,Mahiya,3,126/10,13.6,Ronan Thomas,C & Y Lerner,,0,,,0
