race_date,country,venue,race_no,race_name,distance,race_class,going,horse_name,finish_pos,win_odds,win_odds_decimal,jockey,trainer,weight,draw,margin,finish_time,horse_no
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Yuquot,6,43/5,9.6,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Hinata Grey,4,26/5,6.2,Tony Piccone,Amy Murphy,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Erdenali,2,3/5F,1.6,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Take Me On,8,57/10,6.7,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Cielo Di Roma,5,15/1,16.0,Mickael Barzalona,F-H Graffard,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Narissa,2,4/5F,1.8,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Zaraxia,7,15/1,16.0,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Abbey Road,5,18/1,19.0,Mickael Barzalona,F-H Graffard,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Fareedhat El Izz (Fr),1,4/9F,1.4444444444444444,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Pharitz Lahia (Gb),4,25/1,26.0,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Zizania Du Mazet (Fr),7,18/1,19.0,Billy Loughnane,Mrs Wendy Hassall,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Antiqua Mare,1,1/25F,1.04,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Steller's Sea,6,1/25F,1.04,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,My Corbett Court,5,15/1,16.0,Dario Di Tocco,Stefano Botti,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Battito,2,68/10,7.8,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Atena Acquaviva,1,4/9F,1.4444444444444444,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Con Un Deca,3,123/10,13.3,Dario Vargiu,Melania Cascione,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Coetzee,3,144/10,15.4,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Sirjan,9,18/5F,4.6,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Kildare Legend,5,98/10,10.8,R N Valle,G Arizkorreta Elosegui,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Brachetto,5,183/10,19.3,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Magical Factor,2,31/20,2.55,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Casson,1,27/20F,2.35,Ryan Munger,Julia Carey,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Miss Vyvyanne,1,8/5F,2.6,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Western Whirl,5,109/20,6.45,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,G T Five Hundred,2,137/10,14.7,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Outlaw Kid,4,29/10,3.9,Pietro Moran,Gail Cox,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Luster,2,29/20F,2.45,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Katie's Grace,4,35/1,36.0,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Dixie Law,1,61/20,4.05,Fraser Aebly,Josie Carroll,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Runaway Again,2,23/5,5.6,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Paramount Prince,1,37/10,4.7,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Swift Delivery,4,84/10,9.4,Ryan Munger,Sid C Attard,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Shifty,4,4/1,5.0,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Fantastical,2,102/10,11.2,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Bessie Abott,3,36/1,37.0,Rafael Manuel Hernandez,Mark Casse,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Bahia Perdida,2,2/5F,1.4,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Happy Trail,4,74/1,75.0,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Hincha Cruzada,11,122/10,13.2,Jorge A Gonzalez,Carlos Urbina,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Peatres,15,184/10,19.4,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Montenegro,10,32/5,7.4,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Let It Tiz,4,51/10,6.1,Gustavo Aros,Jose Alvarez,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Immersive,3,5/3,2.666666666666667,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Regaled,2,97/20,5.85,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Shred The Gnar,5,8/13F,1.6153846153846154,Irad Ortiz Jr,Brad H Cox,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Harrodsburg,3,69/20,4.45,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Built,7,5/3F,2.666666666666667,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,U Devil You,1,23/4,6.75,Luis Saez,Michael A Tomlinson,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Lagynos,2,6/4F,2.5,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Mercante,3,151/10,16.1,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Dresden Row,6,71/20,4.55,Jose L Ortiz,Steven Asmussen,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Magnitude,5,13/5,3.6,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Baeza,4,,0.0,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Sovereignty,3,9/10F,1.9,Jose L Ortiz,Steven Asmussen,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Le Cornette,7,69/20,4.45,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Land Of Promise,2,218/10,22.8,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Martinique,1,32/1,33.0,William Pereyra,Gerardo Alteno,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Que Tarde Gris,3,,0.0,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Bronx,4,119/10,12.9,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Earth God,11,98/10,10.8,Adrian M Giannetti,Carlos Arnaldo Vigil,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Indiana Candy,5,18/5,4.6,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Samba Do Brazil,9,126/10,13.6,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Charm,3,27/10F,3.7,William Pereyra,Juan F Saldivia,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Que Tarde Gris,3,,0.0,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Bronx,4,119/10,12.9,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Earth God,11,98/10,10.8,Adrian M Giannetti,Carlos Arnaldo Vigil,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Indiana Candy,5,18/5,4.6,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Samba Do Brazil,9,126/10,13.6,,,,0,,,0
2026-06-27,UK,York,9,Queen Charlotte Fillies' Stakes (Listed Race),7f,Class 1,Good,Charm,3,27/10F,3.7,William Pereyra,Juan F Saldivia,,0,,,0
2026-06-27,UK,York,10,Al Basti Equiworld Dubai Mile Handicap,1m,Class 3,Good,Cadarn,9,28/1,29.0,,,,0,,,0
2026-06-27,UK,York,10,Al Basti Equiworld Dubai Mile Handicap,1m,Class 3,Good,Andesite,8,5/1,6.0,,,,0,,,0
2026-06-27,UK,York,10,Al Basti Equiworld Dubai Mile Handicap,1m,Class 3,Good,Frankies Dream,7,5/2F,3.5,Shane Gray,Kevin Ryan,,0,,,0
2026-06-27,UK,York,11,Jenningsbet Chipchase Stakes (Group 3),6f,Class 1,Standard To Slow,Paborus,7,15/2,8.5,,,,0,,,0
2026-06-27,UK,York,11,Jenningsbet Chipchase Stakes (Group 3),6f,Class 1,Standard To Slow,Marvelman,1,17/2,9.5,,,,0,,,0
2026-06-27,UK,York,11,Jenningsbet Chipchase Stakes (Group 3),6f,Class 1,Standard To Slow,Symbol Of Honour,9,9/2,5.5,Callum Rodriguez,Edward Bethell,,0,,,0
2026-06-27,UK,York,12,Al Basti Equiworld Dubai Dash Handicap,5f,Class 2,Good,Naana's Shadow,9,16/5,4.2,,,,0,,,0
2026-06-27,UK,York,12,Al Basti Equiworld Dubai Dash Handicap,5f,Class 2,Good,Schrodinger's Cat,3,6/1,7.0,,,,0,,,0
2026-06-27,UK,York,12,Al Basti Equiworld Dubai Dash Handicap,5f,Class 2,Good,Manatee Mehmas,1,16/1,17.0,Oisin Murphy,Katie Scott,,0,,,0
2026-06-27,UK,York,12,Al Basti Equiworld Dubai Dash Handicap,5f,Class 2,Standard To Slow,Believitanducan,9,100/30,4.333333333333334,,,,0,,,0
2026-06-27,UK,York,12,Al Basti Equiworld Dubai Dash Handicap,5f,Class 2,Standard To Slow,Haveyoumissedme,18,22/1,23.0,,,,0,,,0
2026-06-27,UK,York,12,Al Basti Equiworld Dubai Dash Handicap,5f,Class 2,Standard To Slow,Sax Appeal,6,22/1,23.0,,,,0,,,0
2026-06-27,UK,York,12,Al Basti Equiworld Dubai Dash Handicap,5f,Class 2,Standard To Slow,Hermetic,11,18/1,19.0,William Buick,Alan King,,0,,,0
2026-06-27,UK,York,12,Al Basti Equiworld Dubai Dash Handicap,5f,Class 2,Standard To Slow,Align The Stars,4,10/1,11.0,,,,0,,,0
2026-06-27,UK,York,12,Al Basti Equiworld Dubai Dash Handicap,5f,Class 2,Standard To Slow,Kirchner,20,17/2,9.5,,,,0,,,0
2026-06-27,UK,York,12,Al Basti Equiworld Dubai Dash Handicap,5f,Class 2,Standard To Slow,Synergism,13,9/1,10.0,,,,0,,,0
2026-06-27,UK,York,12,Al Basti Equiworld Dubai Dash Handicap,5f,Class 2,Standard To Slow,Saint Etienne,12,18/1,19.0,Daniel Muscutt,Charlie Johnston,,0,,,0
2026-06-27,UK,York,13,Jenningsbet Over 200 Shops Nationwide Handicap,6f,Class 2,Standard To Slow,Tuco Salamanca,7,13/2,7.5,,,,0,,,0
2026-06-27,UK,York,13,Jenningsbet Over 200 Shops Nationwide Handicap,6f,Class 2,Standard To Slow,Strike Red,14,22/1,23.0,,,,0,,,0
2026-06-27,UK,York,13,Jenningsbet Over 200 Shops Nationwide Handicap,6f,Class 2,Standard To Slow,Annaf,5,14/1,15.0,William Buick,Ollie Sangster,,0,,,0
2026-06-27,UK,York,13,Jenningsbet Over 200 Shops Nationwide Handicap,6f,Class 2,Standard To Slow,Fareedhat El Izz (Fr),1,4/9F,1.4444444444444444,,,,0,,,0
2026-06-27,UK,York,13,Jenningsbet Over 200 Shops Nationwide Handicap,6f,Class 2,Standard To Slow,Pharitz Lahia (Gb),4,25/1,26.0,,,,0,,,0
2026-06-27,UK,York,13,Jenningsbet Over 200 Shops Nationwide Handicap,6f,Class 2,Standard To Slow,Zizania Du Mazet (Fr),7,18/1,19.0,Billy Loughnane,Mrs Wendy Hassall,,0,,,0
2026-06-28,UK,Cartmel,1,Molson Coors Mares' Novices' Hurdle (GBB Race),2m1f,Class 4,Good,Big Gypsy King,9,25/1,26.0,,,,0,,,0
2026-06-28,UK,Cartmel,1,Molson Coors Mares' Novices' Hurdle (GBB Race),2m1f,Class 4,Good,Letmeseethecolts,4,18/1,19.0,,,,0,,,0
2026-06-28,UK,Cartmel,1,Molson Coors Mares' Novices' Hurdle (GBB Race),2m1f,Class 4,Good,Millena Agent,5,40/1,41.0,Leah Noreci,James Moffatt,,0,,,0
2026-06-28,UK,Cartmel,2,Burlington Stone Novices' Limited Handicap Hurdle,2m6f,Class 5,Good,Seeyainthesuninn,10,14/1,15.0,,,,0,,,0
2026-06-28,UK,Cartmel,2,Burlington Stone Novices' Limited Handicap Hurdle,2m6f,Class 5,Good,Path Of Stars,12,8/1,9.0,,,,0,,,0
2026-06-28,UK,Cartmel,2,Burlington Stone Novices' Limited Handicap Hurdle,2m6f,Class 5,Good,Masterminding,8,3/1J,4.0,Joshua Thompson,Micky Hammond,,0,,,0
2026-06-28,UK,Cartmel,3,Campbell & Rowley Handicap Hurdle,2m6f,Class 4,Good,Divilabother,8,11/2,6.5,,,,0,,,0
2026-06-28,UK,Cartmel,3,Campbell & Rowley Handicap Hurdle,2m6f,Class 4,Good,Nakassama,4,2/1F,3.0,,,,0,,,0
2026-06-28,UK,Cartmel,3,Campbell & Rowley Handicap Hurdle,2m6f,Class 4,Good,Miss Manzor,2,25/1,26.0,Robert Dunne,Tristan Davidson,,0,,,0
2026-06-28,UK,Cartmel,4,Oakmere Homes Handicap Hurdle (GBB Race),2m1f,Class 2,Good,Filibustering,4,9/1,10.0,,,,0,,,0
2026-06-28,UK,Cartmel,4,Oakmere Homes Handicap Hurdle (GBB Race),2m1f,Class 2,Good,Nap Hand,8,17/2,9.5,,,,0,,,0
2026-06-28,UK,Cartmel,4,Oakmere Homes Handicap Hurdle (GBB Race),2m1f,Class 2,Good,Miss Maverick,5,20/1,21.0,Paul O'Brien,Harry Derham,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,Breizh River,3,13/8F,2.625,,,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,Buy Some Time,4,7/2,4.5,,,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,Pour Les Filles,1,6/1,7.0,Harry Reed,Tristan Davidson,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,Kingofthegame,10,5/2,3.5,,,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,Star Turn,7,13/2,7.5,,,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,Shantou Show,1,12/1,13.0,Ryan Mania,Martin Todhunter,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,Fort Randall,2,85/40,3.125,,,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,Blue Reed,6,9/1,10.0,,,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,Ghasham,3,11/8F,2.375,Mr O McGill,Noel C Kelly,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,Alpha,1,8/11F,1.7272727272727273,,,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,Ibelieveicanfly,7,5/1,6.0,,,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,Livenka,10,5/2,3.5,Ryan Moore,A P O'Brien,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,Genesis,16,25/1,26.0,,,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,Sarahmae,8,16/1,17.0,,,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,Dark Ace,9,9/2,5.5,,,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,Cuban Grey,13,33/1,34.0,Wesley Joyce,Michael Mulvany,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,Big Gossey,1,5/2F,3.5,,,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,Tango Flare,3,10/1,11.0,,,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,Bodhi Bear,2,4/1,5.0,W J Lee,Charles O'Brien,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,Pierre Royal,11,12/1,13.0,,,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,Booyea,9,10/1,11.0,,,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,Playin Cool,10,10/1,11.0,Adam Caffrey,Adrian McGuinness,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,Purview,3,,0.0,,,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,Trustyourinstinct,5,17/2,9.5,,,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,Hotazhell,2,6/1,7.0,Colin Keane,D K Weld,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,Zodiac Bear,4,4/1,5.0,,,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,Alcantor,1,13/8F,2.625,,,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,Cowardofthecounty,2,9/1,10.0,Ben Coen,J P Murtagh,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,Benvenuto Cellini,2,7/4F,2.75,,,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,Christmas Day,4,4/1,5.0,,,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,Pierre Bonnard,6,9/1,10.0,Ryan Moore,A P O'Brien,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,King Of Earth,10,4/1F,5.0,,,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,Summer Is Tomorrow,4,18/1,19.0,,,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,Liberation Date,17,33/1,34.0,,,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,How'sthebai,7,17/2,9.5,Tom Marquand,William Haggas,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,In My Teens,3,9/1,10.0,,,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,This Songisforyou,2,40/1,41.0,,,,0,,,0
2026-06-28,UK,Cartmel,5,Oakmere Homes Handicap Chase (GBB Race),2m5f,Class 2,Good,The Real Screamer,5,22/1,23.0,Gary Carroll,Gavin Cromwell,,0,,,0
2026-06-28,UK,Uttoxeter,1,bet365 Novices' Limited Handicap Chase (GBB Race),2m4f,Class 3,Good,Tamarind Bay,3,,0.0,,,,0,,,0
2026-06-28,UK,Uttoxeter,1,bet365 Novices' Limited Handicap Chase (GBB Race),2m4f,Class 3,Good,Pony Soprano,2,6/5,2.2,,,,0,,,0
2026-06-28,UK,Uttoxeter,1,bet365 Novices' Limited Handicap Chase (GBB Race),2m4f,Class 3,Good,Sony Bill,1,15/2,8.5,Shane Fenelon,Mickey Bowen,,0,,,0
2026-06-28,UK,Uttoxeter,2,Never Ordinary At bet365 Novices' Hurdle (GBB Race),2m4f,Class 3,Good,Flying Ace,1,1/2F,1.5,,,,0,,,0
2026-06-28,UK,Uttoxeter,2,Never Ordinary At bet365 Novices' Hurdle (GBB Race),2m4f,Class 3,Good,Jetbob,2,9/1,10.0,,,,0,,,0
2026-06-28,UK,Uttoxeter,2,Never Ordinary At bet365 Novices' Hurdle (GBB Race),2m4f,Class 3,Good,Not Now,3,66/1,67.0,Harry Skelton,Gordon Elliott,,0,,,0
2026-06-28,UK,Uttoxeter,3,bet365 Handicap Chase (GBB Race),2m,Class 2,Good,Newtown Rambler,3,6/4F,2.5,,,,0,,,0
2026-06-28,UK,Uttoxeter,3,bet365 Handicap Chase (GBB Race),2m,Class 2,Good,Kingston Narcissus,6,2/1,3.0,,,,0,,,0
2026-06-28,UK,Uttoxeter,3,bet365 Handicap Chase (GBB Race),2m,Class 2,Good,Sir Tivo,5,18/1,19.0,Oakley Brown,Adrian Paul Keatley,,0,,,0
2026-06-28,UK,Uttoxeter,4,bet365 Summer Cup Handicap Chase (GBB Race),3m,Class 2,Good,Imperial Alex,13,16/1,17.0,,,,0,,,0
2026-06-28,UK,Uttoxeter,4,bet365 Summer Cup Handicap Chase (GBB Race),3m,Class 2,Good,Ki Woo,5,12/1,13.0,,,,0,,,0
2026-06-28,UK,Uttoxeter,4,bet365 Summer Cup Handicap Chase (GBB Race),3m,Class 2,Good,Riskintheground,2,5/1,6.0,Stan Sheppard,Tom Lacey,,0,,,0
2026-06-28,UK,Uttoxeter,4,bet365 Summer Cup Handicap Chase (GBB Race),3m,Class 2,Good,Oakley,11,11/1,12.0,,,,0,,,0
2026-06-28,UK,Uttoxeter,4,bet365 Summer Cup Handicap Chase (GBB Race),3m,Class 2,Good,Miss Goldfire,8,4/1,5.0,,,,0,,,0
2026-06-28,UK,Uttoxeter,4,bet365 Summer Cup Handicap Chase (GBB Race),3m,Class 2,Good,My Gift To You,10,15/2,8.5,Conor Ring,Mrs C Williams,,0,,,0
2026-06-28,UK,Uttoxeter,5,Bet Boost At bet365 Handicap Hurdle,2m,Class 4,Good,Edelak,3,4/6F,1.6666666666666663,,,,0,,,0
2026-06-28,UK,Uttoxeter,5,Bet Boost At bet365 Handicap Hurdle,2m,Class 4,Good,Hope Rising,2,5/2,3.5,Harry Skelton,Dan Skelton,,0,,,0
2026-06-28,UK,Uttoxeter,6,Best Odds Guaranteed At bet365 Handicap Hurdle,2m4f,Class 4,Good,Dream's Ka,7,9/4,3.25,,,,0,,,0
2026-06-28,UK,Uttoxeter,6,Best Odds Guaranteed At bet365 Handicap Hurdle,2m4f,Class 4,Good,Gardener,3,12/1,13.0,,,,0,,,0
2026-06-28,UK,Uttoxeter,6,Best Odds Guaranteed At bet365 Handicap Hurdle,2m4f,Class 4,Good,Ballygeary,4,17/2,9.5,Harry Skelton,Dan Skelton,,0,,,0
2026-06-28,UK,Uttoxeter,6,Best Odds Guaranteed At bet365 Handicap Hurdle,2m4f,Class 4,Standard,Hauteluce,4,5/1,6.0,,,,0,,,0
2026-06-28,UK,Uttoxeter,6,Best Odds Guaranteed At bet365 Handicap Hurdle,2m4f,Class 4,Standard,Midnight Media,9,22/1,23.0,,,,0,,,0
2026-06-28,UK,Uttoxeter,6,Best Odds Guaranteed At bet365 Handicap Hurdle,2m4f,Class 4,Standard,Blue Celestial,8,6/5F,2.2,Ashley Lewis,Ed Walker,,0,,,0
2026-06-28,UK,Uttoxeter,6,Best Odds Guaranteed At bet365 Handicap Hurdle,2m4f,Class 4,Standard,Faeberon,6,3/1,4.0,,,,0,,,0
